id_x,id_cliente,producto,cantidad,precio,fecha,region,canal,costo_unitario,total,margen,id_y,nombre,ciudad,segmento
4503,6387,B,20,351.99,2023-04-26,Centro,Mayorista,130.94,7039.8,4421.0,6387,Cliente_6387,Valencia,Premium
4504,6991,A,15,295.09,2023-08-31,Sur,Distribuidor,152.96,4426.349999999999,2131.9499999999994,6991,Cliente_6991,Sevilla,Premium
4505,3954,E,6,106.55,2023-11-21,Norte,Distribuidor,60.87,639.3,274.08,3954,Cliente_3954,Barcelona,Standard
4506,977,E,7,226.73,2023-09-27,Oeste,Mayorista,118.81,1587.11,755.4399999999999,977,Cliente_977,Sevilla,Premium
4507,10182,B,20,379.56,2023-06-17,Este,Distribuidor,211.64,7591.2,3358.4000000000005,,,,
4508,2418,D,18,73.8,2023-06-25,Sur,Online,41.75,1328.3999999999999,576.9,2418,Cliente_2418,MÃ¡laga,Premium
4509,6623,A,13,282.79,2023-02-04,Norte,Online,123.24,3676.2700000000004,2074.15,6623,Cliente_6623,MÃ¡laga,BÃ¡sico
4511,7271,D,9,388.37,2023-09-22,Centro,Distribuidor,267.7,3495.33,1086.0300000000002,7271,Cliente_7271,Valencia,BÃ¡sico
4512,3221,D,14,488.37,2023-06-22,Este,Tienda,218.54,6837.18,3777.620000000001,3221,Cliente_3221,Bilbao,Premium
4514,2081,C,19,279.08,2023-06-15,Este,Mayorista,137.59,5302.5199999999995,2688.3099999999995,2081,Cliente_2081,Bilbao,Standard
4515,2053,D,19,268.1,2023-01-04,Centro,Online,159.89,5093.900000000001,2055.9900000000007,2053,Cliente_2053,Sevilla,Premium
4516,8555,A,16,285.65,2023-03-15,Norte,Tienda,121.93,4570.4,2619.5199999999995,8555,Cliente_8555,Valencia,BÃ¡sico
4517,8755,E,6,169.96,2023-11-21,Sur,Mayorista,87.78,1019.76,493.08000000000004,8755,Cliente_8755,Sevilla,Standard
4518,6335,A,11,417.23,2023-11-04,Este,Online,190.84,4589.530000000001,2490.29,6335,Cliente_6335,Sevilla,BÃ¡sico
4519,3486,A,16,34.77,2023-01-26,Norte,Tienda,18.04,556.32,267.68000000000006,3486,Cliente_3486,Sevilla,BÃ¡sico
4520,1799,C,14,17.55,2023-02-26,Sur,Distribuidor,5.6,245.70000000000002,167.3,1799,Cliente_1799,Bilbao,Premium
4521,10134,A,7,49.31,2023-03-13,Centro,Tienda,27.15,345.17,155.12000000000003,,,,
4522,9738,C,19,355.22,2023-12-01,Este,Distribuidor,241.58,6749.18,2159.1600000000003,9738,Cliente_9738,Madrid,Premium
4523,2646,E,12,489.93,2023-07-18,Este,Tienda,194.48,5879.16,3545.4000000000005,2646,Cliente_2646,MÃ¡laga,Standard
4524,8930,A,20,197.84,2023-09-19,Oeste,Online,116.22,3956.8,1632.4,8930,Cliente_8930,Barcelona,Premium
4525,5148,A,15,385.69,2023-08-01,Norte,Distribuidor,172.19,5785.35,3202.5,5148,Cliente_5148,Valencia,Standard
4526,76,E,5,223.8,2023-09-25,Centro,Distribuidor,76.93,1119.0,734.35,76,Cliente_76,Sevilla,Premium
4527,8041,A,4,357.43,2023-06-21,Centro,Distribuidor,146.7,1429.72,842.9200000000001,8041,Cliente_8041,MÃ¡laga,Standard
4528,662,B,7,331.61,2023-02-25,Este,Online,147.81,2321.27,1286.6000000000001,662,Cliente_662,Zaragoza,BÃ¡sico
4529,5308,B,5,102.29,2023-01-18,Centro,Tienda,51.04,511.45000000000005,256.25000000000006,5308,Cliente_5308,Madrid,Premium
4530,5111,E,7,305.18,2023-02-10,Centro,Tienda,181.61,2136.26,864.99,5111,Cliente_5111,Madrid,BÃ¡sico
4531,1586,E,4,472.66,2023-05-18,Norte,Tienda,235.49,1890.64,948.6800000000001,1586,Cliente_1586,Sevilla,Standard
4533,9407,D,5,326.19,2023-10-09,Centro,Tienda,206.86,1630.95,596.6499999999999,9407,Cliente_9407,Barcelona,Standard
4534,6612,A,16,414.75,2023-06-12,Este,Online,154.25,6636.0,4168.0,6612,Cliente_6612,Sevilla,Premium
4535,1307,E,19,297.9,2023-10-08,Norte,Mayorista,171.86,5660.099999999999,2394.7599999999993,1307,Cliente_1307,Valencia,Standard
4536,1165,A,20,299.91,2023-09-05,Norte,Tienda,201.55,5998.200000000001,1967.2000000000003,1165,Cliente_1165,Madrid,Premium
4537,9914,D,18,61.51,2023-08-18,Norte,Distribuidor,25.12,1107.18,655.02,9914,Cliente_9914,Barcelona,Standard
4538,10316,D,8,335.55,2023-11-18,Centro,Online,221.59,2684.4,911.6800000000001,,,,
4539,7644,E,6,339.15,2023-10-17,Norte,Mayorista,103.05,2034.8999999999999,1416.6,7644,Cliente_7644,Bilbao,Standard
4540,6732,B,9,322.34,2023-01-09,Sur,Mayorista,135.98,2901.06,1677.2399999999998,6732,Cliente_6732,Barcelona,Standard
4541,2531,E,10,263.87,2023-07-09,Sur,Mayorista,178.39,2638.7,854.8000000000002,2531,Cliente_2531,Barcelona,Standard
4542,9454,B,9,97.29,2023-12-22,Norte,Tienda,55.0,875.61,380.61000000000007,9454,Cliente_9454,Barcelona,Premium
4543,5701,B,9,268.38,2023-04-01,Centro,Tienda,177.85,2415.42,814.77,5701,Cliente_5701,Barcelona,Premium
4544,7839,D,1,432.78,2023-09-11,Sur,Online,148.75,432.78,284.03,7839,Cliente_7839,Bilbao,Standard
4545,4582,B,7,381.26,2023-04-04,Oeste,Mayorista,209.61,2668.8199999999997,1201.5499999999997,4582,Cliente_4582,Madrid,Standard
4546,412,E,13,166.91,2023-12-05,Centro,Distribuidor,97.94,2169.83,896.61,412,Cliente_412,Zaragoza,BÃ¡sico
4547,2466,B,15,474.1,2023-05-20,Centro,Online,249.39,7111.5,3370.6500000000005,2466,Cliente_2466,Sevilla,Standard
4549,10058,C,13,17.23,2023-05-22,Sur,Online,8.29,223.99,116.22000000000001,,,,
4550,1301,C,20,386.12,2023-02-05,Este,Mayorista,122.63,7722.4,5269.8,1301,Cliente_1301,Bilbao,Premium
4551,5700,D,3,391.64,2023-09-07,Este,Distribuidor,198.19,1174.92,580.3499999999999,5700,Cliente_5700,Barcelona,Standard
4552,6184,B,4,46.09,2023-07-10,Centro,Distribuidor,16.76,184.36,117.32000000000001,6184,Cliente_6184,Valencia,BÃ¡sico
4553,10037,A,18,29.77,2023-02-12,Centro,Distribuidor,10.89,535.86,339.84,,,,
4554,6357,C,5,387.06,2023-04-07,Oeste,Distribuidor,251.8,1935.3,676.3,6357,Cliente_6357,Zaragoza,BÃ¡sico
4556,9944,B,1,225.79,2023-05-08,Sur,Online,95.35,225.79,130.44,9944,Cliente_9944,MÃ¡laga,BÃ¡sico
4557,5511,E,8,269.33,2023-02-09,Oeste,Tienda,166.01,2154.64,826.56,5511,Cliente_5511,Zaragoza,BÃ¡sico
4558,3525,D,1,441.59,2023-02-18,Este,Distribuidor,138.9,441.59,302.68999999999994,3525,Cliente_3525,Sevilla,BÃ¡sico
4559,10058,B,15,177.03,2023-05-17,Este,Tienda,97.61,2655.45,1191.3,,,,
4560,3971,B,15,473.84,2023-01-06,Sur,Tienda,212.21,7107.599999999999,3924.45,3971,Cliente_3971,MÃ¡laga,BÃ¡sico
4561,1591,E,12,394.0,2023-02-12,Este,Distribuidor,271.23,4728.0,1473.2399999999998,1591,Cliente_1591,Sevilla,Standard
4562,1868,C,12,9.67,2023-05-02,Sur,Distribuidor,3.31,116.03999999999999,76.32,1868,Cliente_1868,Valencia,Standard
4563,3044,B,17,134.48,2023-11-21,Sur,Mayorista,86.79,2286.16,810.7299999999997,3044,Cliente_3044,MÃ¡laga,BÃ¡sico
4564,9405,C,3,465.35,2023-05-04,Centro,Mayorista,284.77,1396.0500000000002,541.7400000000001,9405,Cliente_9405,Barcelona,Premium
4565,2893,D,19,159.32,2023-06-10,Sur,Distribuidor,73.1,3027.08,1638.18,2893,Cliente_2893,Bilbao,BÃ¡sico
4566,6043,A,6,347.18,2023-02-20,Sur,Tienda,232.24,2083.08,689.64,6043,Cliente_6043,Zaragoza,BÃ¡sico
4567,7230,A,1,242.39,2023-11-08,Este,Online,121.96,242.39,120.42999999999999,7230,Cliente_7230,Zaragoza,Standard
4568,2142,B,9,91.08,2023-04-30,Norte,Tienda,33.65,819.72,516.87,2142,Cliente_2142,Valencia,Standard
4571,7090,C,20,242.99,2023-11-13,Centro,Online,105.78,4859.8,2744.2000000000003,7090,Cliente_7090,Madrid,Premium
4572,1480,D,3,312.84,2023-08-15,Sur,Distribuidor,144.6,938.52,504.7199999999999,1480,Cliente_1480,Zaragoza,Premium
4574,4612,C,3,135.88,2023-04-18,Centro,Distribuidor,89.83,407.64,138.14999999999998,4612,Cliente_4612,Zaragoza,BÃ¡sico
4575,8634,C,1,391.48,2023-09-19,Centro,Mayorista,129.39,391.48,262.09000000000003,8634,Cliente_8634,Sevilla,BÃ¡sico
4576,6007,E,9,48.56,2023-08-06,Centro,Distribuidor,22.21,437.04,237.15,6007,Cliente_6007,Sevilla,Standard
4577,9936,A,12,151.82,2023-09-22,Centro,Tienda,59.79,1821.84,1104.3600000000001,9936,Cliente_9936,Sevilla,Standard
4578,10145,D,2,365.64,2023-08-30,Este,Mayorista,203.5,731.28,324.28,,,,
4579,1754,B,19,464.08,2023-09-29,Centro,Online,209.45,8817.52,4837.97,1754,Cliente_1754,Madrid,Standard
4581,9144,E,3,384.88,2023-07-30,Sur,Online,156.03,1154.6399999999999,686.55,9144,Cliente_9144,Valencia,Premium
4582,1687,C,5,54.21,2023-05-04,Este,Tienda,21.92,271.05,161.45,1687,Cliente_1687,MÃ¡laga,BÃ¡sico
4584,2876,D,12,163.09,2023-08-20,Centro,Mayorista,57.01,1957.08,1272.96,2876,Cliente_2876,Valencia,Premium
4585,10003,B,11,99.61,2023-01-23,Norte,Online,66.41,1095.71,365.20000000000005,,,,
4586,3552,E,10,110.99,2023-09-07,Este,Distribuidor,59.98,1109.8999999999999,510.09999999999997,3552,Cliente_3552,Sevilla,Premium
4587,7924,D,15,391.85,2023-02-22,Sur,Distribuidor,239.77,5877.75,2281.2000000000003,7924,Cliente_7924,Sevilla,Standard
4588,5904,E,8,60.88,2023-03-23,Este,Tienda,37.79,487.04,184.72000000000003,5904,Cliente_5904,Sevilla,BÃ¡sico
4590,6667,D,1,435.88,2023-07-17,Oeste,Tienda,160.26,435.88,275.62,6667,Cliente_6667,Bilbao,Standard
4591,646,C,14,44.95,2023-07-07,Norte,Online,21.73,629.3000000000001,325.08000000000004,646,Cliente_646,Barcelona,Standard
4592,1155,A,2,33.54,2023-07-27,Norte,Tienda,20.12,67.08,26.839999999999996,1155,Cliente_1155,Sevilla,Premium
4593,8703,B,15,170.08,2023-09-05,Norte,Distribuidor,108.09,2551.2000000000003,929.8500000000001,8703,Cliente_8703,Valencia,Standard
4594,5368,E,3,186.87,2023-07-07,Norte,Online,124.87,560.61,186.0,5368,Cliente_5368,MÃ¡laga,Standard
4595,2088,D,4,85.28,2023-08-10,Este,Tienda,44.04,341.12,164.96,2088,Cliente_2088,Bilbao,Premium
4596,1986,C,1,241.83,2023-08-02,Centro,Mayorista,143.25,241.83,98.58000000000001,1986,Cliente_1986,Barcelona,Premium
4597,4604,E,17,166.3,2023-05-21,Oeste,Tienda,63.86,2827.1000000000004,1741.4800000000002,4604,Cliente_4604,MÃ¡laga,BÃ¡sico
4599,8966,C,12,158.06,2023-08-11,Centro,Mayorista,95.59,1896.72,749.64,8966,Cliente_8966,Sevilla,BÃ¡sico
4600,6367,C,20,311.6,2023-05-16,Sur,Tienda,157.36,6232.0,3084.8,6367,Cliente_6367,Barcelona,BÃ¡sico
4601,1591,C,9,43.67,2023-08-12,Norte,Mayorista,13.5,393.03000000000003,271.53000000000003,1591,Cliente_1591,Sevilla,Standard
4603,8820,C,10,70.26,2023-02-04,Sur,Online,40.25,702.6,300.1,8820,Cliente_8820,MÃ¡laga,Premium
4604,577,E,15,473.39,2023-02-08,Centro,Mayorista,256.2,7100.849999999999,3257.85,577,Cliente_577,Madrid,BÃ¡sico
4606,39,D,15,173.43,2023-09-11,Este,Mayorista,66.86,2601.4500000000003,1598.5500000000002,39,Cliente_39,Bilbao,Standard
4607,4032,D,16,457.26,2023-09-03,Centro,Online,169.74,7316.16,4600.32,4032,Cliente_4032,Barcelona,BÃ¡sico
4608,8106,E,20,494.44,2023-05-20,Sur,Online,279.27,9888.8,4303.400000000001,8106,Cliente_8106,MÃ¡laga,BÃ¡sico
4609,652,D,2,160.03,2023-12-28,Norte,Distribuidor,110.76,320.06,98.53999999999999,652,Cliente_652,Zaragoza,Premium
4610,3815,B,17,82.42,2023-08-10,Norte,Online,34.9,1401.14,807.84,3815,Cliente_3815,Barcelona,Premium
4611,263,B,1,341.17,2023-10-07,Oeste,Online,200.86,341.17,140.31,263,Cliente_263,Valencia,BÃ¡sico
4612,3315,C,15,207.17,2023-07-19,Sur,Mayorista,122.62,3107.5499999999997,1268.2499999999998,3315,Cliente_3315,Barcelona,Standard
4613,4823,B,7,67.62,2023-08-08,Oeste,Mayorista,41.9,473.34000000000003,180.04000000000005,4823,Cliente_4823,Valencia,Standard
4614,837,A,13,262.15,2023-09-05,Este,Tienda,147.09,3407.95,1495.7799999999997,837,Cliente_837,Bilbao,Premium
4615,1234,A,13,384.44,2023-02-10,Sur,Mayorista,226.34,4997.72,2055.2999999999997,1234,Cliente_1234,Zaragoza,Standard
4616,3106,D,6,216.33,2023-01-05,Centro,Online,74.51,1297.98,850.92,3106,Cliente_3106,Sevilla,BÃ¡sico
4617,7277,C,16,358.58,2023-10-26,Centro,Distribuidor,158.47,5737.28,3201.7599999999998,7277,Cliente_7277,Bilbao,Standard
4618,10365,A,2,83.98,2023-12-03,Centro,Online,45.47,167.96,77.02000000000001,,,,
4619,3697,B,12,258.57,2023-07-06,Este,Online,101.13,3102.84,1889.28,3697,Cliente_3697,Barcelona,Premium
4620,5438,B,13,260.89,2023-07-25,Centro,Mayorista,165.82,3391.5699999999997,1235.9099999999999,5438,Cliente_5438,Sevilla,BÃ¡sico
4622,1285,B,6,205.87,2023-11-15,Norte,Tienda,117.74,1235.22,528.7800000000001,1285,Cliente_1285,Barcelona,BÃ¡sico
4623,2700,E,18,56.6,2023-11-18,Centro,Online,25.75,1018.8000000000001,555.3000000000001,2700,Cliente_2700,Sevilla,Premium
4624,651,A,6,247.71,2023-04-04,Este,Distribuidor,113.16,1486.26,807.3000000000001,651,Cliente_651,Madrid,Standard
4625,4334,D,1,442.93,2023-03-06,Norte,Mayorista,160.24,442.93,282.69,4334,Cliente_4334,Madrid,BÃ¡sico
4626,9445,E,16,298.23,2023-10-18,Sur,Mayorista,102.09,4771.68,3138.2400000000002,9445,Cliente_9445,Barcelona,Premium
4627,8117,A,3,414.38,2023-06-14,Sur,Online,154.73,1243.1399999999999,778.9499999999999,8117,Cliente_8117,Sevilla,Premium
4628,4809,B,11,49.63,2023-08-24,Oeste,Distribuidor,28.33,545.9300000000001,234.30000000000004,4809,Cliente_4809,Valencia,Premium
4630,4384,C,14,348.95,2023-10-20,Este,Distribuidor,146.58,4885.3,2833.18,4384,Cliente_4384,Madrid,BÃ¡sico
4631,9486,E,17,92.87,2023-08-04,Norte,Distribuidor,47.14,1578.79,777.4100000000001,9486,Cliente_9486,Sevilla,BÃ¡sico
4632,2948,A,14,260.86,2023-03-25,Oeste,Online,134.92,3652.04,1763.1600000000003,2948,Cliente_2948,Zaragoza,Premium
4633,2103,B,9,79.0,2023-02-11,Oeste,Distribuidor,41.05,711.0,341.55,2103,Cliente_2103,Sevilla,Premium
4634,9088,C,16,260.44,2023-12-19,Oeste,Tienda,132.38,4167.04,2048.96,9088,Cliente_9088,Madrid,Premium
4635,2801,C,13,441.65,2023-11-08,Norte,Mayorista,264.21,5741.45,2306.72,2801,Cliente_2801,Madrid,BÃ¡sico
4636,7153,B,8,314.3,2023-06-17,Norte,Mayorista,176.99,2514.4,1098.48,7153,Cliente_7153,Bilbao,Standard
4637,9492,C,10,226.95,2023-10-29,Sur,Online,78.58,2269.5,1483.7,9492,Cliente_9492,Barcelona,Standard
4638,7134,E,19,87.09,2023-06-27,Norte,Mayorista,57.89,1654.71,554.8000000000001,7134,Cliente_7134,Valencia,BÃ¡sico
4640,8557,D,6,150.15,2023-06-24,Centro,Online,70.89,900.9000000000001,475.56000000000006,8557,Cliente_8557,Bilbao,Premium
4643,4464,D,16,355.33,2023-01-30,Centro,Distribuidor,235.48,5685.28,1917.6,4464,Cliente_4464,Valencia,Standard
4644,10473,A,3,146.26,2023-08-12,Oeste,Distribuidor,80.69,438.78,196.70999999999998,,,,
4645,5749,C,1,331.41,2023-08-06,Norte,Online,223.34,331.41,108.07000000000002,5749,Cliente_5749,Zaragoza,Standard
4646,1035,B,6,264.11,2023-10-03,Este,Distribuidor,138.12,1584.66,755.94,1035,Cliente_1035,Bilbao,Premium
4647,1021,A,19,321.89,2023-06-29,Sur,Tienda,125.17,6115.91,3737.6799999999994,1021,Cliente_1021,Valencia,Premium
4648,6878,B,6,169.14,2023-05-30,Norte,Online,117.89,1014.8399999999999,307.4999999999999,6878,Cliente_6878,Sevilla,Premium
4649,3704,C,16,26.48,2023-11-26,Este,Online,17.15,423.68,149.28000000000003,3704,Cliente_3704,Bilbao,Standard
4650,10416,E,16,158.4,2023-09-27,Sur,Distribuidor,96.56,2534.4,989.44,,,,
4651,3877,D,10,253.25,2023-01-26,Centro,Distribuidor,95.03,2532.5,1582.2,3877,Cliente_3877,Bilbao,Standard
4652,6510,D,15,173.51,2023-05-09,Oeste,Tienda,57.9,2602.6499999999996,1734.1499999999999,6510,Cliente_6510,MÃ¡laga,Premium
4653,538,E,6,281.94,2023-12-29,Centro,Tienda,132.24,1691.6399999999999,898.1999999999999,538,Cliente_538,MÃ¡laga,BÃ¡sico
4654,10262,E,11,321.06,2023-09-12,Este,Tienda,98.9,3531.66,2443.7599999999998,,,,
4655,895,B,10,499.56,2023-01-10,Norte,Mayorista,276.77,4995.6,2227.9,895,Cliente_895,MÃ¡laga,Premium
4656,4641,C,20,24.63,2023-06-06,Centro,Tienda,10.98,492.59999999999997,273.0,4641,Cliente_4641,Sevilla,Premium
4657,4220,D,14,6.6,2023-05-31,Centro,Mayorista,4.48,92.39999999999999,29.67999999999999,4220,Cliente_4220,Sevilla,Premium
4658,4477,C,4,130.92,2023-04-25,Norte,Mayorista,77.82,523.68,212.39999999999998,4477,Cliente_4477,Sevilla,Standard
4659,1533,A,11,99.21,2023-04-03,Oeste,Mayorista,52.01,1091.31,519.1999999999999,1533,Cliente_1533,MÃ¡laga,Standard
4660,3312,C,14,280.15,2023-06-14,Centro,Distribuidor,178.52,3922.0999999999995,1422.8199999999995,3312,Cliente_3312,Valencia,Standard
4661,6433,C,13,341.89,2023-04-11,Norte,Distribuidor,173.2,4444.57,2192.97,6433,Cliente_6433,Valencia,Premium
4662,5141,E,15,24.93,2023-08-13,Sur,Distribuidor,15.87,373.95,135.9,5141,Cliente_5141,Zaragoza,Premium
4663,9008,D,2,151.4,2023-08-23,Este,Mayorista,77.37,302.8,148.06,9008,Cliente_9008,Madrid,Standard
4664,9168,A,18,369.92,2023-02-12,Oeste,Distribuidor,146.61,6658.56,4019.58,9168,Cliente_9168,Zaragoza,Standard
4665,4513,C,15,352.0,2023-04-02,Sur,Tienda,115.5,5280.0,3547.5,4513,Cliente_4513,Zaragoza,Standard
4667,2520,B,4,321.11,2023-05-26,Centro,Online,174.91,1284.44,584.8000000000001,2520,Cliente_2520,Bilbao,Premium
4668,6598,A,7,45.92,2023-04-29,Centro,Distribuidor,24.46,321.44,150.22,6598,Cliente_6598,Sevilla,Premium
4670,700,E,14,411.22,2023-03-13,Oeste,Online,235.14,5757.08,2465.120000000001,700,Cliente_700,MÃ¡laga,BÃ¡sico
4671,2793,A,8,398.84,2023-10-29,Norte,Tienda,228.27,3190.72,1364.5599999999997,2793,Cliente_2793,Zaragoza,Standard
4672,2905,E,11,68.46,2023-12-21,Norte,Distribuidor,43.79,753.06,271.36999999999995,2905,Cliente_2905,Zaragoza,Standard
4673,4261,B,9,171.41,2023-11-24,Norte,Tienda,88.56,1542.69,745.65,4261,Cliente_4261,Zaragoza,Standard
4674,9840,E,2,434.35,2023-09-30,Sur,Tienda,293.18,868.7,282.34000000000003,9840,Cliente_9840,Madrid,Standard
4677,8138,C,11,448.85,2023-05-20,Norte,Mayorista,274.55,4937.35,1917.3000000000002,8138,Cliente_8138,Zaragoza,BÃ¡sico
4678,10485,C,20,184.17,2023-10-13,Oeste,Mayorista,65.85,3683.3999999999996,2366.3999999999996,,,,
4680,4467,D,3,58.39,2023-03-19,Centro,Mayorista,22.66,175.17000000000002,107.19000000000001,4467,Cliente_4467,Bilbao,Standard
4681,8010,A,7,379.09,2023-06-03,Centro,Tienda,121.41,2653.6299999999997,1803.7599999999998,8010,Cliente_8010,Barcelona,Premium
4682,2623,B,4,395.69,2023-11-24,Sur,Online,252.11,1582.76,574.3199999999999,2623,Cliente_2623,Valencia,BÃ¡sico
4683,1357,A,7,298.68,2023-01-05,Sur,Tienda,90.65,2090.76,1456.21,1357,Cliente_1357,Madrid,Premium
4685,1620,C,15,371.75,2023-06-06,Norte,Tienda,225.63,5576.25,2191.8,1620,Cliente_1620,Barcelona,BÃ¡sico
4687,8412,D,19,40.99,2023-09-19,Centro,Online,22.79,778.8100000000001,345.80000000000007,8412,Cliente_8412,Sevilla,BÃ¡sico
4688,4497,A,20,99.83,2023-08-29,Oeste,Mayorista,47.12,1996.6,1054.2,4497,Cliente_4497,MÃ¡laga,Premium
4689,2720,B,19,301.98,2023-01-11,Este,Tienda,98.4,5737.620000000001,3868.0200000000004,2720,Cliente_2720,Bilbao,Standard
4691,2214,E,16,155.47,2023-03-09,Oeste,Mayorista,64.05,2487.52,1462.72,2214,Cliente_2214,Madrid,Premium
4692,951,B,12,156.72,2023-03-07,Este,Online,71.12,1880.6399999999999,1027.1999999999998,951,Cliente_951,Bilbao,Premium
4693,1408,B,11,12.07,2023-05-27,Norte,Mayorista,5.81,132.77,68.86000000000001,1408,Cliente_1408,Sevilla,Premium
4694,9416,A,16,170.2,2023-12-24,Centro,Mayorista,112.19,2723.2,928.1599999999999,9416,Cliente_9416,Sevilla,Standard
4697,10408,B,8,340.59,2023-11-10,Sur,Distribuidor,237.07,2724.72,828.1599999999999,,,,
4698,7772,A,20,333.14,2023-10-18,Oeste,Online,140.55,6662.799999999999,3851.7999999999993,7772,Cliente_7772,Sevilla,BÃ¡sico
4699,1152,E,1,51.57,2023-05-31,Centro,Tienda,23.97,51.57,27.6,1152,Cliente_1152,Valencia,BÃ¡sico
4700,9881,C,17,451.9,2023-09-16,Oeste,Mayorista,245.02,7682.299999999999,3516.9599999999996,9881,Cliente_9881,Zaragoza,BÃ¡sico
4701,8162,E,3,311.47,2023-06-08,Norte,Mayorista,105.8,934.4100000000001,617.01,8162,Cliente_8162,Zaragoza,Standard
4702,1511,B,6,211.72,2023-05-21,Norte,Tienda,84.53,1270.32,763.14,1511,Cliente_1511,MÃ¡laga,BÃ¡sico
4704,9440,E,8,275.41,2023-10-25,Centro,Online,182.28,2203.28,745.0400000000002,9440,Cliente_9440,Zaragoza,Standard
4705,5050,C,16,326.81,2023-04-13,Norte,Online,106.29,5228.96,3528.3199999999997,5050,Cliente_5050,Bilbao,Standard
4706,6132,D,3,311.89,2023-05-30,Centro,Distribuidor,128.94,935.67,548.8499999999999,6132,Cliente_6132,Valencia,BÃ¡sico
4708,9310,B,14,319.77,2023-07-22,Sur,Tienda,201.57,4476.78,1654.7999999999997,9310,Cliente_9310,Madrid,BÃ¡sico
4709,1108,D,14,172.38,2023-02-14,Este,Distribuidor,111.43,2413.3199999999997,853.2999999999998,1108,Cliente_1108,Valencia,Premium
4710,3642,A,20,178.23,2023-04-25,Oeste,Mayorista,70.56,3564.6,2153.3999999999996,3642,Cliente_3642,Valencia,BÃ¡sico
4711,270,E,12,475.28,2023-12-16,Este,Mayorista,250.24,5703.36,2700.4799999999996,270,Cliente_270,Barcelona,Premium
4712,10288,B,20,217.81,2023-06-08,Sur,Mayorista,140.9,4356.2,1538.1999999999998,,,,
4713,516,B,19,45.32,2023-08-19,Centro,Tienda,27.83,861.08,332.31000000000006,516,Cliente_516,Sevilla,BÃ¡sico
4714,2668,D,19,372.74,2023-06-09,Sur,Tienda,260.65,7082.06,2129.7100000000005,2668,Cliente_2668,Sevilla,BÃ¡sico
4715,536,D,7,139.55,2023-05-26,Sur,Tienda,82.58,976.8500000000001,398.7900000000001,536,Cliente_536,Valencia,Standard
4716,7659,D,19,383.05,2023-11-30,Centro,Distribuidor,184.9,7277.95,3764.85,7659,Cliente_7659,Valencia,Standard
4717,1540,D,10,441.67,2023-07-17,Norte,Distribuidor,249.09,4416.7,1925.8000000000002,1540,Cliente_1540,Valencia,Premium
4718,289,B,2,377.53,2023-12-13,Centro,Tienda,158.51,755.06,438.03999999999996,289,Cliente_289,Bilbao,Standard
4719,1133,A,17,483.27,2023-01-19,Norte,Online,215.51,8215.59,4551.92,1133,Cliente_1133,Madrid,Premium
4720,3546,D,7,110.77,2023-06-23,Centro,Mayorista,41.14,775.39,487.40999999999997,3546,Cliente_3546,Barcelona,BÃ¡sico
4721,2020,B,5,323.22,2023-07-16,Este,Mayorista,187.21,1616.1000000000001,680.0500000000001,2020,Cliente_2020,Barcelona,BÃ¡sico
4722,9393,C,2,424.74,2023-12-29,Oeste,Mayorista,262.24,849.48,325.0,9393,Cliente_9393,Bilbao,Standard
4724,8933,B,7,390.85,2023-11-17,Oeste,Distribuidor,220.61,2735.9500000000003,1191.68,8933,Cliente_8933,MÃ¡laga,BÃ¡sico
4725,2540,B,14,86.82,2023-07-05,Este,Distribuidor,41.56,1215.48,633.6399999999999,2540,Cliente_2540,MÃ¡laga,BÃ¡sico
4726,10151,E,19,260.04,2023-08-16,Sur,Mayorista,167.09,4940.76,1766.0500000000004,,,,
4727,3098,C,15,404.61,2023-07-31,Centro,Distribuidor,258.8,6069.150000000001,2187.15,3098,Cliente_3098,Zaragoza,Premium
4728,8235,C,1,142.27,2023-06-11,Sur,Distribuidor,63.87,142.27,78.4,8235,Cliente_8235,Sevilla,BÃ¡sico
4729,3544,B,2,286.29,2023-06-06,Norte,Online,192.47,572.58,187.64000000000004,3544,Cliente_3544,Madrid,Premium
4730,742,D,6,239.48,2023-08-25,Norte,Mayorista,109.12,1436.8799999999999,782.1599999999999,742,Cliente_742,Madrid,Premium
4731,3969,D,1,325.97,2023-05-19,Centro,Tienda,216.13,325.97,109.84000000000003,3969,Cliente_3969,Zaragoza,Premium
4733,857,D,9,144.31,2023-11-07,Este,Tienda,98.27,1298.79,414.36000000000007,857,Cliente_857,Zaragoza,Premium
4734,2525,B,11,117.36,2023-10-04,Centro,Online,44.32,1290.96,803.4399999999999,2525,Cliente_2525,Valencia,Premium
4735,5342,C,14,248.75,2023-05-31,Este,Online,138.87,3482.5,1538.32,5342,Cliente_5342,Zaragoza,BÃ¡sico
4736,4395,D,15,89.89,2023-04-04,Norte,Mayorista,47.46,1348.35,636.45,4395,Cliente_4395,Sevilla,Standard
4737,4588,A,6,485.84,2023-04-26,Centro,Mayorista,199.82,2915.04,1716.12,4588,Cliente_4588,Bilbao,BÃ¡sico
4738,8803,A,14,238.97,2023-05-04,Centro,Mayorista,94.97,3345.58,2016.0,8803,Cliente_8803,Bilbao,Premium
4739,8553,B,8,498.45,2023-04-11,Oeste,Distribuidor,318.48,3987.6,1439.7599999999998,8553,Cliente_8553,Bilbao,Premium
4740,10473,B,19,363.84,2023-03-29,Norte,Distribuidor,238.61,6912.959999999999,2379.3699999999994,,,,
4741,2958,B,13,473.24,2023-06-10,Oeste,Mayorista,243.27,6152.12,2989.61,2958,Cliente_2958,Barcelona,Premium
